codigo_oc,fecha,mes,organismo,region,rubro,proveedor,monto
800-4027-SE25,2025-02-12,2,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Equipamiento y suministros médicos,ARENYS MED S.A.,5639689
745712-22-SE25,2025-02-12,2,SERVICIO AGRICOLA Y GANADERO,Region Metropolitana de Santiago,"Salud, servicios sanitarios y alimentación",GENESYS ANALITICA SPA,2231420
907-24-SE25,2025-02-12,2,SERVICIO AGRICOLA Y GANADERO,Region Aysen del General Carlos IbaNez del Campo,Vehículos y equipamiento en general,MARIO RAUL BROWN JIPOULOU,471580
1092-15-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",RAUL EUGENIO MONTECINOS ARAYA,4928862
1092-18-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",JULIO JAVIER DIAZ BARRIENTOS,1835296
5044-1-SE25,2025-02-12,2,DIRECCION GENERAL DEL CREDITO PRENDARIO,Region Metropolitana de Santiago,Artículos de fabricación y producción,BILDER SPA,2902702
1092-16-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",JOSE GUILLERMO MELERO REYES E HIJOS LTDA,1344628
1092-18-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",JULIO JAVIER DIAZ BARRIENTOS,1835296
800-4029-SE25,2025-02-12,2,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Equipamiento y suministros médicos,ARENYS MED S.A.,7009720
928-30-SE25,2025-02-12,2,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region Metropolitana de Santiago,"Servicios profesionales, administrativos y consultorías de gestión empresarial",BIOMUSIC SPA,1336890
800-4012-SE25,2025-02-12,2,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Equipamiento y suministros médicos,ARENYS MED S.A.,5774383
760-28-SE25,2025-02-12,2,SERVICIO AGRICOLA Y GANADERO,Region de Valparaiso,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",vergara toro luis y otra,331240
1092-14-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",RAUL EUGENIO MONTECINOS ARAYA,6588362
1200-20-SE25,2025-02-12,2,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region de la Araucania,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",ELGUETA OYANEDEL Y COMPANIA LIMITADA,26032300
1092-18-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",JULIO JAVIER DIAZ BARRIENTOS,1835296
1467-2-SE25,2025-02-12,2,DELEGACIÓN PRESIDENCIAL PROVINCIAL DE CURICÓ,Region del Maule,Servicios de limpieza industrial,SOCIEDAD COMERCIAL FUEAPA Y CIA LTDA,28067085
1092-18-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",JULIO JAVIER DIAZ BARRIENTOS,1835296
1092-15-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",RAUL EUGENIO MONTECINOS ARAYA,4928862
1421-43-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region del Maule,Servicios de construcción y mantenimiento,GECE SERVICIOS INTEGRALES SPA,461100
299-24-SE25,2025-02-12,2,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region de Los Rios,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",Constructora y Servicio de Maquinaria Industrial C,1350000
745712-23-SE25,2025-02-12,2,SERVICIO AGRICOLA Y GANADERO,Region Metropolitana de Santiago,Equipamiento para laboratorios,IMPORTADORA Y DISTRIBUIDORA ARQUIMED LTDA,771080
1092-14-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",RAUL EUGENIO MONTECINOS ARAYA,6588362
1604-1-SE25,2025-02-12,2,DELEGACIÓN PRESIDENCIAL REGIONAL DE ANTOFAGASTA,Region de Antofagasta,Vehículos y equipamiento en general,VC NON BROADCAST SPA,39939580
1575-32-SE25,2025-02-12,2,JUNTA NACIONAL DE JARDINES         INFANTILES,Region del Libertador General Bernardo OHiggins,Servicios de cuidado personal y domésticos,WKT - WORKTEX SPA,16850400
1092-18-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",JULIO JAVIER DIAZ BARRIENTOS,1835296
2555-25-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region de Coquimbo,"Alimentos, bebidas y tabaco",Claudia Beatriz Salinas Olivares,8872960
800-4012-SE25,2025-02-12,2,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Equipamiento y suministros médicos,ARENYS MED S.A.,5774383
1092-15-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",RAUL EUGENIO MONTECINOS ARAYA,4928862
1092-15-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",RAUL EUGENIO MONTECINOS ARAYA,4928862
1028871-65-SE25,2025-02-12,2,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE HUASCO,Region de Atacama,"Maquinarias, equipos y suministros para la industria de servicios",mirta carmona orellana,375000
2555-22-SE25,2025-02-12,2,CORP NACIONAL FORESTAL,Region de Coquimbo,"Alimentos, bebidas y tabaco",SOCIEDAD CARNES LOMA LARGA COMPANIA LIMITADA,9214144
5044-1-SE25,2025-02-12,2,DIRECCION GENERAL DEL CREDITO PRENDARIO,Region Metropolitana de Santiago,Artículos de fabricación y producción,BILDER SPA,2902702
931-16-SE25,2025-02-13,2,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region de Coquimbo,"Organizaciones sociales, laborales y clubes",PRODUCTORA DE EVENTOS DEPORTIVOS DANIEL VIVANCO  E.I.R.L.,32562470
3617-21-SE25,2025-02-13,2,CORP NACIONAL FORESTAL,Region de Magallanes y de la Antartica,"Alimentos, bebidas y tabaco",MARINA DE LAS MERCEDES LEIVA ACUNA,683017
1590-82-SE25,2025-02-13,2,SUBSECRETARIA DEL MINISTERIO DE AGRICULT,Region Metropolitana de Santiago,Vehículos y equipamiento en general,MARIA ISABEL HERMAN OSSANDON,262000
3617-21-SE25,2025-02-13,2,CORP NACIONAL FORESTAL,Region de Magallanes y de la Antartica,"Alimentos, bebidas y tabaco",MARINA DE LAS MERCEDES LEIVA ACUNA,683017
1301-4-SE25,2025-02-13,2,CORP NACIONAL FORESTAL,Region de los Lagos,"Alimentos, bebidas y tabaco",MARIA ELIANA BARRIENTOS VILLARROEL,6684000
585893-3-SE25,2025-02-13,2,INSTITUTO DE DESARROLLO AGROPECUARIO,Region de Tarapaca,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",G&G SERVICIOS INTEGRALES SpA,7142857
5520-810-SE25,2025-02-14,2,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,"Equipos y suministros de defensa, orden público, protección y seguridad",MANUFACTURAS RAC LIMITADA,209907
901-63-SE25,2025-02-14,2,SERVICIO NACIONAL DE MENORES,Region Metropolitana de Santiago,"Equipos, accesorios y suministros de oficina",MARISOL FLORES RIVERA,589916
901-62-SE25,2025-02-14,2,SERVICIO NACIONAL DE MENORES,Region Metropolitana de Santiago,"Equipos, accesorios y suministros de oficina",MARISOL FLORES RIVERA,1006723
858-52-SE25,2025-02-14,2,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region Metropolitana de Santiago,"Equipos, suministros y accesorios deportivos y recreativos",INMOBILIARIA INNOVA SPA,3395900
1421-21-SE25,2025-02-14,2,CORP NACIONAL FORESTAL,Region del Maule,Vehículos y equipamiento en general,CESAR NEFTALI MIÑO GUTIERREZ,53400000
720-73-SE25,2025-02-14,2,SERVICIO AGRICOLA Y GANADERO,Region de Arica y Parinacota,Artículos para plantas y animales,Soc Veterinaria limarí y CIA LTDA,1494924
1155683-437-SE24,2025-02-14,2,CORP NACIONAL FORESTAL,Region del Nuble,"Servicios de transporte, almacenaje y correo",TERESA DEL CARMEN GARRIDO ROJAS E HIJOS,56428064
5740-41-SE25,2025-02-14,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Los Rios,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información",KAUFMANN S A VEHICULOS MOTORIZADOS,1061222
5209-488-SE25,2025-02-14,2,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Medicamentos y productos farmacéuticos,RECETARIO MAGISTRAL ENDOVENOSO S A,520800
1562-51-SE25,2025-02-14,2,SERVICIO NACIONAL DE GEOLOGIA Y MINERIA,Region Metropolitana de Santiago,"Tecnologías de la información, telecomunicaciones y radiodifusión",SOLUCIONES ANALITICAS SPA,9323000
5209-488-SE25,2025-02-14,2,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Medicamentos y productos farmacéuticos,RECETARIO MAGISTRAL ENDOVENOSO S A,520800
901-63-SE25,2025-02-14,2,SERVICIO NACIONAL DE MENORES,Region Metropolitana de Santiago,"Equipos, accesorios y suministros de oficina",MARISOL FLORES RIVERA,589916
720-73-SE25,2025-02-14,2,SERVICIO AGRICOLA Y GANADERO,Region de Arica y Parinacota,Artículos para plantas y animales,Soc Veterinaria limarí y CIA LTDA,1494924
1155683-437-SE24,2025-02-14,2,CORP NACIONAL FORESTAL,Region del Nuble,"Servicios de transporte, almacenaje y correo",TERESA DEL CARMEN GARRIDO ROJAS E HIJOS,56428064
720-73-SE25,2025-02-14,2,SERVICIO AGRICOLA Y GANADERO,Region de Arica y Parinacota,Artículos para plantas y animales,Soc Veterinaria limarí y CIA LTDA,1494924
1421-21-SE25,2025-02-14,2,CORP NACIONAL FORESTAL,Region del Maule,Vehículos y equipamiento en general,CESAR NEFTALI MIÑO GUTIERREZ,53400000
5399-17-SE25,2025-02-14,2,SERVICIO NACIONAL DE MENORES,Region Metropolitana de Santiago,Servicios de limpieza industrial,WENDY SILVANA LOPEZ AGUIRRE,1555000
1155683-437-SE24,2025-02-14,2,CORP NACIONAL FORESTAL,Region del Nuble,"Servicios de transporte, almacenaje y correo",TERESA DEL CARMEN GARRIDO ROJAS E HIJOS,56428064
720-73-SE25,2025-02-14,2,SERVICIO AGRICOLA Y GANADERO,Region de Arica y Parinacota,Artículos para plantas y animales,Soc Veterinaria limarí y CIA LTDA,1494924
1091-76-SE25,2025-02-17,2,CORP NACIONAL FORESTAL,Region de la Araucania,"Artículos para estructuras, obras y construcciones",RENTAGRUA LIMITADA,1620000
872-78-SE25,2025-02-17,2,Comisión Chilena de Energía Nuclear,Region Metropolitana de Santiago,Servicios básicos y de información pública,EMPRESA NACIONAL DE TELECOMUNICACIONES S A,106169619
1137689-17-CC25,2025-02-17,2,DIRECCION GENERAL DE PROMOCION DE EXPORTACIONES,Region Metropolitana de Santiago,"Tecnologías de la información, telecomunicaciones y radiodifusión",OPCIONES SA SISTEMAS DE INFORMACION,2149429
1173463-13-SE25,2025-02-17,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Valparaiso,Equipamiento para manejo y estiba de materiales,JUAN LUIS GONZALEZ GALVEZ,16153241
1410-182-SE25,2025-02-17,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Antofagasta,"Alimentos, bebidas y tabaco",LUKAS FRUT SPA,832440
1410-183-SE25,2025-02-17,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Antofagasta,"Alimentos, bebidas y tabaco",MICHAEL ALEXIS GAVILAN GONZALEZ,6587762
1403-3072-SE25,2025-02-17,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",VIVIANA VALDEBENITO ROMERO E.I.R.L.,2902450
800-4107-SE25,2025-02-17,2,UNIVERSIDAD DE CHILE,Region Metropolitana de Santiago,Equipamiento y suministros médicos,NUEVA SUR MEDICAL SPA,2625000
5740-46-SE25,2025-02-17,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Los Rios,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",JC BANQUETERÍA SPA,666827
855-3-SE25,2025-02-17,2,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de Magallanes y de la Antartica,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",SERVICIOS INTEGRALES QUIMBIOAUSTRAL SPA,78781512
5737-19-SE25,2025-02-17,2,JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA,Region de Los Rios,Servicios de limpieza industrial,MAS SERVICIOS SPA,870504
902-40-SE25,2025-02-17,2,SERVICIO AGRICOLA Y GANADERO,Region del Maule,"Servicios de transporte, almacenaje y correo",Rodrigo Olguin Mendez,463121
1410-183-SE25,2025-02-17,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Antofagasta,"Alimentos, bebidas y tabaco",MICHAEL ALEXIS GAVILAN GONZALEZ,6587762
1161-58-SE25,2025-02-17,2,SERVICIO AGRICOLA Y GANADERO,Region de los Lagos,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna",JAIME TEOBALDO FERNANDEZ PRIETO,2816961
1410-183-SE25,2025-02-17,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Antofagasta,"Alimentos, bebidas y tabaco",MICHAEL ALEXIS GAVILAN GONZALEZ,6587762
1970-10-SE25,2025-02-17,2,DIRECCION GENERAL DE AERONAUTICA CIVIL,Region de los Lagos,"Equipamiento para el acondicionamiento, distribución y filtrado de fluidos",ANGELO FABIAN BAHAMONDE GARRIDO,1661950
894778-19-SE25,2025-02-17,2,SUBSECRETARIA DEL INTERIOR,Region Metropolitana de Santiago,Servicios de construcción y mantenimiento,INVERSIONES Y PROYECTOS S.A,30378680
1428-14-SE25,2025-02-17,2,SERV NACIONAL DE PESCA,Region Aysen del General Carlos IbaNez del Campo,"Artículos para estructuras, obras y construcciones",SAVIA DEL TRANSITO HUENTEO HERRERA,3168571
1410-182-SE25,2025-02-17,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region de Antofagasta,"Alimentos, bebidas y tabaco",LUKAS FRUT SPA,832440
2568-28-SE25,2025-02-18,2,CORP NACIONAL FORESTAL,Region del Libertador General Bernardo OHiggins,"Servicios de transporte, almacenaje y correo",FRANCISCO ALFONSO ABARCA PINA,11700000
3617-19-SE25,2025-02-18,2,CORP NACIONAL FORESTAL,Region de Magallanes y de la Antartica,"Alimentos, bebidas y tabaco",CARNES PUERTO NATALES SOCIEDAD ANONIMA,10866100
1403-3085-SE25,2025-02-18,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region Aysen del General Carlos IbaNez del Campo,"Alimentos, bebidas y tabaco",VIVIANA VALDEBENITO ROMERO E.I.R.L.,234530
2568-42-SE25,2025-02-18,2,CORP NACIONAL FORESTAL,Region del Libertador General Bernardo OHiggins,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",CLAUDIO JOAQUIN DEL CARME CARRENO MANCILLA,55985045
1421-4-SE25,2025-02-18,2,CORP NACIONAL FORESTAL,Region del Maule,"Servicios de transporte, almacenaje y correo",MARCELINO HUMBERTO SEPULVEDA GAJARDO,11085000
966236-1-SE25,2025-02-18,2,CORPORACION DE FOMENTO DE LA PRODUCCION,Region Metropolitana de Santiago,"Servicios de transporte, almacenaje y correo",ASTRAL TRANSPORTE PRIVADO DE PERSONAS S A,3200000
2568-36-SE25,2025-02-18,2,CORP NACIONAL FORESTAL,Region del Libertador General Bernardo OHiggins,"Artículos para estructuras, obras y construcciones",COMERCIAL YORSI MUÑOZ LEIVA E.I.R.L.,8954000
1969-156-SE25,2025-02-18,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region del Biobio,"Alimentos, bebidas y tabaco",EDUARDO BENILDO TOLEDO OBREQUE,827784
2568-35-SE25,2025-02-18,2,CORP NACIONAL FORESTAL,Region del Libertador General Bernardo OHiggins,Vehículos y equipamiento en general,SERVICIO DE TRANSPORTE LORENA BETZABE LOYOLA AQUEVEQUE E.I.R.L.,4000000
1391-287-SE25,2025-02-18,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region del Maule,Maquinaria para generación y distribución de energía,MAURICIO ALEJANDRO SAAVEDRA ORTIZ,11100149
1391-287-SE25,2025-02-18,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region del Maule,Maquinaria para generación y distribución de energía,MAURICIO ALEJANDRO SAAVEDRA ORTIZ,11100149
1421-7-SE25,2025-02-18,2,CORP NACIONAL FORESTAL,Region del Maule,"Servicios de transporte, almacenaje y correo",MARCELINO HUMBERTO SEPULVEDA GAJARDO,11085000
905-21-SE25,2025-02-18,2,SERVICIO AGRICOLA Y GANADERO,Region del Libertador General Bernardo OHiggins,Productos de papel,MABEDUNA COMERCIAL LIMITADA,838920
548864-16-SE25,2025-02-18,2,INSTITUTO DE PREVISION SOCIAL,Region del Biobio,"Servicios de transporte, almacenaje y correo",JOSE LUIS PAVEZ Y CIA LTDA,16302521
633-122-SE25,2025-02-18,2,CORP NACIONAL FORESTAL,Region Metropolitana de Santiago,Muebles y mobiliario,SOCIEDAD ALIMENTARIA Y GASTRONOMICA DONA IVONNE SPA,67025232
2568-1988-SE25,2025-02-18,2,CORP NACIONAL FORESTAL,Region del Libertador General Bernardo OHiggins,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",CLAUDIO JOAQUIN DEL CARME CARRENO MANCILLA,33990525
1236-20-SE25,2025-02-18,2,INSTITUTO NACIONAL DE DEPORTES DE CHILE,Region de Arica y Parinacota,"Servicios de transporte, almacenaje y correo",EXOM CHILE SPA,3275910
1391-287-SE25,2025-02-18,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region del Maule,Maquinaria para generación y distribución de energía,MAURICIO ALEJANDRO SAAVEDRA ORTIZ,11100149
1421-12-SE25,2025-02-18,2,CORP NACIONAL FORESTAL,Region del Maule,"Servicios de transporte, almacenaje y correo",MARÍA JOSÉ PÉREZ TRONCOSO,12000000
673721-22-SE25,2025-02-18,2,SERVICIO NACIONAL PARA LA PREVENCION Y REHABILITACION DEL CONSUMO DE D,Region Metropolitana de Santiago,"Salud, servicios sanitarios y alimentación",O N G PROYECTO SER,177861600
1383017-3-SE25,2025-02-18,2,CORPORACION DE FOMENTO DE LA PRODUCCION,Region Metropolitana de Santiago,"Servicios de transporte, almacenaje y correo",ASTRAL TRANSPORTE PRIVADO DE PERSONAS S A,3500000
1421-12-SE25,2025-02-18,2,CORP NACIONAL FORESTAL,Region del Maule,"Servicios de transporte, almacenaje y correo",MARÍA JOSÉ PÉREZ TRONCOSO,12000000
2568-31-SE25,2025-02-18,2,CORP NACIONAL FORESTAL,Region del Libertador General Bernardo OHiggins,Vehículos y equipamiento en general,TRANSPORTES PRIVADO,17036700
1084156-2454-SE25,2025-02-18,2,SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR,Region del Biobio,Productos impresos y publicaciones,CHILECLICK SPA,6397640
2568-41-SE25,2025-02-18,2,CORP NACIONAL FORESTAL,Region del Libertador General Bernardo OHiggins,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",CLAUDIO JOAQUIN DEL CARME CARRENO MANCILLA,10027810
855-17-SE25,2025-02-18,2,JUNTA NACIONAL DE JARDINES         INFANTILES,Region de Magallanes y de la Antartica,Servicios de construcción y mantenimiento,SERVICIOS DE CONTROL DE PLAGAS ROZAS Y CALVO LIMITADA,382217
1605-36-SE25,2025-02-18,2,SERVICIO DE IMPUESTOS INTERNOS DIRECCION,Region Metropolitana de Santiago,"Servicios profesionales, administrativos y consultorías de gestión empresarial",CONCORDE EXPRESS SPA,85467069
1402-81-SE25,2025-02-19,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region del Libertador General Bernardo OHiggins,"Equipos y suministros de defensa, orden público, protección y seguridad",AMV TARAPACA SPA,41465000
1859-1-SE25,2025-02-19,2,CORP NACIONAL FORESTAL,Region de los Lagos,"Alimentos, bebidas y tabaco",MARIA EUGENIA MUNOZ SANTIBANEZ,5334259
1091-86-SE25,2025-02-19,2,CORP NACIONAL FORESTAL,Region de la Araucania,"Servicios de transporte, almacenaje y correo",ARRENDADORA DE VEHICULOS SOCIEDAD ANONIMA,92400000
1859-1-SE25,2025-02-19,2,CORP NACIONAL FORESTAL,Region de los Lagos,"Alimentos, bebidas y tabaco",MARIA EUGENIA MUNOZ SANTIBANEZ,5334259
1402-81-SE25,2025-02-19,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region del Libertador General Bernardo OHiggins,"Equipos y suministros de defensa, orden público, protección y seguridad",AMV TARAPACA SPA,41465000
1859-1-SE25,2025-02-19,2,CORP NACIONAL FORESTAL,Region de los Lagos,"Alimentos, bebidas y tabaco",MARIA EUGENIA MUNOZ SANTIBANEZ,5334259
1402-81-SE25,2025-02-19,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region del Libertador General Bernardo OHiggins,"Equipos y suministros de defensa, orden público, protección y seguridad",AMV TARAPACA SPA,41465000
1138297-19-SE25,2025-02-19,2,DIRECCION GENERAL DE PROMOCION DE EXPORTACIONES,Region Metropolitana de Santiago,"Servicios de transporte, almacenaje y correo",HOT EXPRESS S A,356312
1859-1-SE25,2025-02-19,2,CORP NACIONAL FORESTAL,Region de los Lagos,"Alimentos, bebidas y tabaco",MARIA EUGENIA MUNOZ SANTIBANEZ,5334259
1402-81-SE25,2025-02-19,2,DIRECCION GENERAL DE GENDARMERIA DE CHIL,Region del Libertador General Bernardo OHiggins,"Equipos y suministros de defensa, orden público, protección y seguridad",AMV TARAPACA SPA,41465000
5358-48-SE25,2025-02-19,2,UNIVERSIDAD DE TARAPACA,Region de Tarapaca,"Tecnologías de la información, telecomunicaciones y radiodifusión",Sociedad Comercial Infostore Ltda,5266800
1138297-15-SE25,2025-02-19,2,DIRECCION GENERAL DE PROMOCION DE EXPORTACIONES,Region Metropolitana de Santiago,"Servicios de transporte, almacenaje y correo",HOT EXPRESS S A,691062
1036-7-SE25,2025-02-19,2,CORP NACIONAL FORESTAL,Region del Biobio,Vehículos y equipamiento en general,TRANSPORTES ALMASIL LTDA.,185236700
1859-1-SE25,2025-02-19,2,CORP NACIONAL FORESTAL,Region de los Lagos,"Alimentos, bebidas y tabaco",MARIA EUGENIA MUNOZ SANTIBANEZ,5334259
1859-1-SE25,2025-02-19,2,CORP NACIONAL FORESTAL,Region de los Lagos,"Alimentos, bebidas y tabaco",MARIA EUGENIA MUNOZ SANTIBANEZ,5334259
